Block,Species,Sex,Year,Quota
Matetsi 5,Impala,Male,2018,35
Matetsi 5,Jackal,Either,2000,
Matetsi 5,Jackal,Either,2001,
Matetsi 5,Jackal,Either,2002,
Matetsi 5,Jackal,Either,2003,
Matetsi 5,Jackal,Either,2004,
Matetsi 5,Jackal,Either,2005,
Matetsi 5,Jackal,Either,2006,
Matetsi 5,Jackal,Either,2007,5
Matetsi 5,Jackal,Either,2008,5
Matetsi 5,Jackal,Either,2009,5
Matetsi 5,Jackal,Either,2010,
Matetsi 5,Jackal,Either,2011,5
Matetsi 5,Jackal,Either,2012,5
Matetsi 5,Jackal,Either,2013,5
Matetsi 5,Jackal,Either,2014,5
Matetsi 5,Jackal,Either,2015,5
Matetsi 5,Jackal,Either,2016,5
Matetsi 5,Jackal,Either,2017,5
Matetsi 5,Jackal,Either,2018,5
Matetsi 5,Klipspringer,Either,2000,
Matetsi 5,Klipspringer,Either,2001,
Matetsi 5,Klipspringer,Either,2002,
Matetsi 5,Klipspringer,Either,2003,
Matetsi 5,Klipspringer,Either,2004,
Matetsi 5,Klipspringer,Either,2005,
Matetsi 5,Klipspringer,Either,2006,
Matetsi 5,Klipspringer,Either,2007,3
Matetsi 5,Klipspringer,Either,2008,3
Matetsi 5,Klipspringer,Either,2009,3
Matetsi 5,Klipspringer,Either,2010,
Matetsi 5,Klipspringer,Either,2011,3
Matetsi 5,Klipspringer,Either,2012,3
Matetsi 5,Klipspringer,Either,2013,3
Matetsi 5,Klipspringer,Either,2014,3
Matetsi 5,Klipspringer,Either,2015,3
Matetsi 5,Klipspringer,Either,2016,3
Matetsi 5,Klipspringer,Either,2017,3
Matetsi 5,Klipspringer,Either,2018,3
Matetsi 5,Kudu,Female,2000,
Matetsi 5,Kudu,Female,2001,
Matetsi 5,Kudu,Female,2002,
Matetsi 5,Kudu,Female,2003,
Matetsi 5,Kudu,Female,2004,
Matetsi 5,Kudu,Female,2005,
Matetsi 5,Kudu,Female,2006,
Matetsi 5,Kudu,Female,2007,3
Matetsi 5,Kudu,Female,2008,3
Matetsi 5,Kudu,Female,2009,3
Matetsi 5,Kudu,Female,2010,
Matetsi 5,Kudu,Female,2011,3
Matetsi 5,Kudu,Female,2012,3
Matetsi 5,Kudu,Female,2013,3
Matetsi 5,Kudu,Female,2014,3
Matetsi 5,Kudu,Female,2015,3
Matetsi 5,Kudu,Female,2016,3
Matetsi 5,Kudu,Female,2017,3
Matetsi 5,Kudu,Female,2018,3
Matetsi 5,Kudu,Male,2000,
Matetsi 5,Kudu,Male,2001,
Matetsi 5,Kudu,Male,2002,
Matetsi 5,Kudu,Male,2003,
Matetsi 5,Kudu,Male,2004,
Matetsi 5,Kudu,Male,2005,
Matetsi 5,Kudu,Male,2006,
Matetsi 5,Kudu,Male,2007,10
Matetsi 5,Kudu,Male,2008,10
Matetsi 5,Kudu,Male,2009,10
Matetsi 5,Kudu,Male,2010,
Matetsi 5,Kudu,Male,2011,10
Matetsi 5,Kudu,Male,2012,10
Matetsi 5,Kudu,Male,2013,10
Matetsi 5,Kudu,Male,2014,10
Matetsi 5,Kudu,Male,2015,10
Matetsi 5,Kudu,Male,2016,10
Matetsi 5,Kudu,Male,2017,10
Matetsi 5,Kudu,Male,2018,10
Matetsi 5,Leopard,Male,2000,
Matetsi 5,Leopard,Male,2001,
Matetsi 5,Leopard,Male,2002,
Matetsi 5,Leopard,Male,2003,
Matetsi 5,Leopard,Male,2004,
Matetsi 5,Leopard,Male,2005,
Matetsi 5,Leopard,Male,2006,
Matetsi 5,Leopard,Male,2007,5
Matetsi 5,Leopard,Male,2008,5
Matetsi 5,Leopard,Male,2009,5
Matetsi 5,Leopard,Male,2010,
Matetsi 5,Leopard,Male,2011,5
Matetsi 5,Leopard,Male,2012,4
Matetsi 5,Leopard,Male,2013,4
Matetsi 5,Leopard,Male,2014,4
Matetsi 5,Leopard,Male,2015,4
Matetsi 5,Leopard,Male,2016,3
Matetsi 5,Leopard,Male,2017,3
Matetsi 5,Leopard,Male,2018,3
Matetsi 5,Lion,Male,2000,
Matetsi 5,Lion,Male,2001,
Matetsi 5,Lion,Male,2002,
Matetsi 5,Lion,Male,2003,
Matetsi 5,Lion,Male,2004,
Matetsi 5,Lion,Male,2005,
Matetsi 5,Lion,Male,2006,
Matetsi 5,Lion,Male,2007,0
Matetsi 5,Lion,Male,2008,0
Matetsi 5,Lion,Male,2009,0
Matetsi 5,Lion,Male,2010,
Matetsi 5,Lion,Male,2011,1
Matetsi 5,Lion,Male,2012,1
Matetsi 5,Lion,Male,2013,2
Matetsi 5,Lion,Male,2014,2
Matetsi 5,Lion,Male,2015,2
Matetsi 5,Lion,Male,2016,2
Matetsi 5,Lion,Male,2017,1
Matetsi 5,Lion,Male,2018,1
Matetsi 5,Pigeons/Doves,Either,2000,
Matetsi 5,Pigeons/Doves,Either,2001,
Matetsi 5,Pigeons/Doves,Either,2002,
Matetsi 5,Pigeons/Doves,Either,2003,
Matetsi 5,Pigeons/Doves,Either,2004,
Matetsi 5,Pigeons/Doves,Either,2005,
Matetsi 5,Pigeons/Doves,Either,2006,
Matetsi 5,Pigeons/Doves,Either,2007,150
Matetsi 5,Pigeons/Doves,Either,2008,150
Matetsi 5,Pigeons/Doves,Either,2009,150
Matetsi 5,Pigeons/Doves,Either,2010,
Matetsi 5,Pigeons/Doves,Either,2011,150
Matetsi 5,Pigeons/Doves,Either,2012,150
Matetsi 5,Pigeons/Doves,Either,2013,150
Matetsi 5,Pigeons/Doves,Either,2014,150
Matetsi 5,Pigeons/Doves,Either,2015,150
Matetsi 5,Pigeons/Doves,Either,2016,150
Matetsi 5,Pigeons/Doves,Either,2017,150
Matetsi 5,Pigeons/Doves,Either,2018,150
Matetsi 5,Porcupine,Either,2000,
Matetsi 5,Porcupine,Either,2001,
Matetsi 5,Porcupine,Either,2002,
Matetsi 5,Porcupine,Either,2003,
Matetsi 5,Porcupine,Either,2004,
Matetsi 5,Porcupine,Either,2005,
Matetsi 5,Porcupine,Either,2006,
Matetsi 5,Porcupine,Either,2007,5
Matetsi 5,Porcupine,Either,2008,5
Matetsi 5,Porcupine,Either,2009,5
Matetsi 5,Porcupine,Either,2010,
Matetsi 5,Porcupine,Either,2011,5
Matetsi 5,Porcupine,Either,2012,5
Matetsi 5,Porcupine,Either,2013,5
Matetsi 5,Porcupine,Either,2014,5
Matetsi 5,Porcupine,Either,2015,5
Matetsi 5,Porcupine,Either,2016,5
Matetsi 5,Porcupine,Either,2017,5
Matetsi 5,Porcupine,Either,2018,5
Matetsi 5,Reedbuck,Male,2000,
Matetsi 5,Reedbuck,Male,2001,
Matetsi 5,Reedbuck,Male,2002,
Matetsi 5,Reedbuck,Male,2003,
Matetsi 5,Reedbuck,Male,2004,
Matetsi 5,Reedbuck,Male,2005,
Matetsi 5,Reedbuck,Male,2006,
Matetsi 5,Reedbuck,Male,2007,3
Matetsi 5,Reedbuck,Male,2008,3
Matetsi 5,Reedbuck,Male,2009,3
Matetsi 5,Reedbuck,Male,2010,
Matetsi 5,Reedbuck,Male,2011,3
Matetsi 5,Reedbuck,Male,2012,3
Matetsi 5,Reedbuck,Male,2013,3
Matetsi 5,Reedbuck,Male,2014,3
Matetsi 5,Reedbuck,Male,2015,3
Matetsi 5,Reedbuck,Male,2016,3
Matetsi 5,Reedbuck,Male,2017,3
Matetsi 5,Reedbuck,Male,2018,3
Matetsi 5,Hippopotamus,Male,2000,
Matetsi 5,Hippopotamus,Male,2001,
Matetsi 5,Hippopotamus,Male,2002,
Matetsi 5,Hippopotamus,Male,2003,
Matetsi 5,Hippopotamus,Male,2004,
Matetsi 5,Hippopotamus,Male,2005,
Matetsi 5,Hippopotamus,Male,2006,
Matetsi 5,Hippopotamus,Male,2007,0
Matetsi 5,Hippopotamus,Male,2008,1
Matetsi 5,Hippopotamus,Male,2009,1
Matetsi 5,Hippopotamus,Male,2010,
Matetsi 5,Hippopotamus,Male,2011,1
Matetsi 5,Hippopotamus,Male,2012,1
Matetsi 5,Hippopotamus,Male,2013,1
Matetsi 5,Hippopotamus,Male,2014,1
Matetsi 5,Hippopotamus,Male,2015,1
Matetsi 5,Hippopotamus,Male,2016,1
Matetsi 5,Hippopotamus,Male,2017,1
Matetsi 5,Hippopotamus,Male,2018,1
Matetsi 5,Spotted hyaena,Either,2000,
Matetsi 5,Spotted hyaena,Either,2001,
Matetsi 5,Spotted hyaena,Either,2002,
Matetsi 5,Spotted hyaena,Either,2003,
Matetsi 5,Spotted hyaena,Either,2004,
Matetsi 5,Spotted hyaena,Either,2005,
Matetsi 5,Spotted hyaena,Either,2006,
Matetsi 5,Spotted hyaena,Either,2007,20
Matetsi 5,Spotted hyaena,Either,2008,20
Matetsi 5,Spotted hyaena,Either,2009,20
Matetsi 5,Spotted hyaena,Either,2010,
Matetsi 5,Spotted hyaena,Either,2011,20
Matetsi 5,Spotted hyaena,Either,2012,20
Matetsi 5,Spotted hyaena,Either,2013,20
Matetsi 5,Spotted hyaena,Either,2014,20
Matetsi 5,Spotted hyaena,Either,2015,20
Matetsi 5,Spotted hyaena,Either,2016,20
Matetsi 5,Spotted hyaena,Either,2017,20
Matetsi 5,Spotted hyaena,Either,2018,20
Matetsi 5,Sable,Male,2000,
Matetsi 5,Sable,Male,2001,
Matetsi 5,Sable,Male,2002,
Matetsi 5,Sable,Male,2003,
Matetsi 5,Sable,Male,2004,
Matetsi 5,Sable,Male,2005,
Matetsi 5,Sable,Male,2006,
Matetsi 5,Sable,Male,2007,5
Matetsi 5,Sable,Male,2008,5
Matetsi 5,Sable,Male,2009,5
Matetsi 5,Sable,Male,2010,
Matetsi 5,Sable,Male,2011,6
Matetsi 5,Sable,Male,2012,6
Matetsi 5,Sable,Male,2013,6
Matetsi 5,Sable,Male,2014,6
Matetsi 5,Sable,Male,2015,6
Matetsi 5,Sable,Male,2016,6
Matetsi 5,Sable,Male,2017,5
Matetsi 5,Sable,Male,2018,5
Matetsi 5,Sandgrouse,Either,2000,
Matetsi 5,Sandgrouse,Either,2001,
Matetsi 5,Sandgrouse,Either,2002,
Matetsi 5,Sandgrouse,Either,2003,
Matetsi 5,Sandgrouse,Either,2004,
Matetsi 5,Sandgrouse,Either,2005,
Matetsi 5,Sandgrouse,Either,2006,
Matetsi 5,Sandgrouse,Either,2007,50
Matetsi 5,Sandgrouse,Either,2008,50
Matetsi 5,Sandgrouse,Either,2009,50
Matetsi 5,Sandgrouse,Either,2010,
Matetsi 5,Sandgrouse,Either,2011,50
Matetsi 5,Sandgrouse,Either,2012,50
Matetsi 5,Sandgrouse,Either,2013,50
Matetsi 5,Sandgrouse,Either,2014,50
Matetsi 5,Sandgrouse,Either,2015,50
Matetsi 5,Sandgrouse,Either,2016,50
Matetsi 5,Sandgrouse,Either,2017,50
Matetsi 5,Sandgrouse,Either,2018,50
Matetsi 5,Serval,Either,2000,
Matetsi 5,Serval,Either,2001,
Matetsi 5,Serval,Either,2002,
Matetsi 5,Serval,Either,2003,
Matetsi 5,Serval,Either,2004,
Matetsi 5,Serval,Either,2005,
Matetsi 5,Serval,Either,2006,
Matetsi 5,Serval,Either,2007,1
Matetsi 5,Serval,Either,2008,1
Matetsi 5,Serval,Either,2009,1
Matetsi 5,Serval,Either,2010,
Matetsi 5,Serval,Either,2011,1
Matetsi 5,Serval,Either,2012,1
Matetsi 5,Serval,Either,2013,1
Matetsi 5,Serval,Either,2014,1
Matetsi 5,Serval,Either,2015,1
Matetsi 5,Serval,Either,2016,1
Matetsi 5,Serval,Either,2017,1
Matetsi 5,Serval,Either,2018,1
Matetsi 5,Steenbok,Male,2000,
Matetsi 5,Steenbok,Male,2001,
Matetsi 5,Steenbok,Male,2002,
Matetsi 5,Steenbok,Male,2003,
Matetsi 5,Steenbok,Male,2004,
Matetsi 5,Steenbok,Male,2005,
Matetsi 5,Steenbok,Male,2006,
Matetsi 5,Steenbok,Male,2007,1
Matetsi 5,Steenbok,Male,2008,1
Matetsi 5,Steenbok,Male,2009,1
Matetsi 5,Steenbok,Male,2010,
Matetsi 5,Steenbok,Male,2011,1
Matetsi 5,Steenbok,Male,2012,1
Matetsi 5,Steenbok,Male,2013,1
Matetsi 5,Steenbok,Male,2014,1
Matetsi 5,Steenbok,Male,2015,1
Matetsi 5,Steenbok,Male,2016,1
Matetsi 5,Steenbok,Male,2017,1
Matetsi 5,Steenbok,Male,2018,1
Matetsi 5,Warthog,Female,2000,
Matetsi 5,Warthog,Female,2001,
Matetsi 5,Warthog,Female,2002,
Matetsi 5,Warthog,Female,2003,
Matetsi 5,Warthog,Female,2004,
Matetsi 5,Warthog,Female,2005,
Matetsi 5,Warthog,Female,2006,
Matetsi 5,Warthog,Female,2007,3
Matetsi 5,Warthog,Female,2008,3
Matetsi 5,Warthog,Female,2009,3
Matetsi 5,Warthog,Female,2010,
Matetsi 5,Warthog,Female,2011,3
Matetsi 5,Warthog,Female,2012,0
Matetsi 5,Warthog,Female,2013,0
Matetsi 5,Warthog,Female,2014,0
Matetsi 5,Warthog,Female,2015,0
Matetsi 5,Warthog,Female,2016,0
Matetsi 5,Warthog,Female,2017,0
Matetsi 5,Warthog,Female,2018,0
Matetsi 5,Warthog,Male,2000,
Matetsi 5,Warthog,Male,2001,
Matetsi 5,Warthog,Male,2002,
Matetsi 5,Warthog,Male,2003,
Matetsi 5,Warthog,Male,2004,
Matetsi 5,Warthog,Male,2005,
Matetsi 5,Warthog,Male,2006,
Matetsi 5,Warthog,Male,2007,12
Matetsi 5,Warthog,Male,2008,12
Matetsi 5,Warthog,Male,2009,12
Matetsi 5,Warthog,Male,2010,
Matetsi 5,Warthog,Male,2011,12
Matetsi 5,Warthog,Male,2012,12
Matetsi 5,Warthog,Male,2013,12
Matetsi 5,Warthog,Male,2014,12
Matetsi 5,Warthog,Male,2015,12
Matetsi 5,Warthog,Male,2016,12
Matetsi 5,Warthog,Male,2017,12
Matetsi 5,Warthog,Male,2018,12
Matetsi 5,Waterbuck,Male,2000,
Matetsi 5,Waterbuck,Male,2001,
Matetsi 5,Waterbuck,Male,2002,
Matetsi 5,Waterbuck,Male,2003,
Matetsi 5,Waterbuck,Male,2004,
Matetsi 5,Waterbuck,Male,2005,
Matetsi 5,Waterbuck,Male,2006,
Matetsi 5,Waterbuck,Male,2007,10
Matetsi 5,Waterbuck,Male,2008,10
Matetsi 5,Waterbuck,Male,2009,10
Matetsi 5,Waterbuck,Male,2010,
Matetsi 5,Waterbuck,Male,2011,10
Matetsi 5,Waterbuck,Male,2012,10
Matetsi 5,Waterbuck,Male,2013,10
Matetsi 5,Waterbuck,Male,2014,10
Matetsi 5,Waterbuck,Male,2015,10
Matetsi 5,Waterbuck,Male,2016,10
Matetsi 5,Waterbuck,Male,2017,10
Matetsi 5,Waterbuck,Male,2018,10
Matetsi 5,Wildcat,Either,2000,
Matetsi 5,Wildcat,Either,2001,
Matetsi 5,Wildcat,Either,2002,
Matetsi 5,Wildcat,Either,2003,
Matetsi 5,Wildcat,Either,2004,
Matetsi 5,Wildcat,Either,2005,
Matetsi 5,Wildcat,Either,2006,
Matetsi 5,Wildcat,Either,2007,2
Matetsi 5,Wildcat,Either,2008,2
Matetsi 5,Wildcat,Either,2009,2
Matetsi 5,Wildcat,Either,2010,
Matetsi 5,Wildcat,Either,2011,2
Matetsi 5,Wildcat,Either,2012,2
Matetsi 5,Wildcat,Either,2013,2
Matetsi 5,Wildcat,Either,2014,2
Matetsi 5,Wildcat,Either,2015,2
Matetsi 5,Wildcat,Either,2016,2
Matetsi 5,Wildcat,Either,2017,2
Matetsi 5,Wildcat,Either,2018,2
Matetsi 5,Zebra,Either,2000,
Matetsi 5,Zebra,Either,2001,
Matetsi 5,Zebra,Either,2002,
Matetsi 5,Zebra,Either,2003,
Matetsi 5,Zebra,Either,2004,
Matetsi 5,Zebra,Either,2005,
Matetsi 5,Zebra,Either,2006,
Matetsi 5,Zebra,Either,2007,15
Matetsi 5,Zebra,Either,2008,15
Matetsi 5,Zebra,Either,2009,15
Matetsi 5,Zebra,Either,2010,
Matetsi 5,Zebra,Either,2011,15
Matetsi 5,Zebra,Either,2012,15
Matetsi 5,Zebra,Either,2013,15
Matetsi 5,Zebra,Either,2014,15
Matetsi 5,Zebra,Either,2015,15
Matetsi 5,Zebra,Either,2016,15
Matetsi 5,Zebra,Either,2017,15
Matetsi 5,Zebra,Either,2018,15
Matetsi 6,Baboon,Either,2000,
Matetsi 6,Baboon,Either,2001,
Matetsi 6,Baboon,Either,2002,
Matetsi 6,Baboon,Either,2003,
Matetsi 6,Baboon,Either,2004,
Matetsi 6,Baboon,Either,2005,
Matetsi 6,Baboon,Either,2006,20
Matetsi 6,Baboon,Either,2007,20
Matetsi 6,Baboon,Either,2008,20
Matetsi 6,Baboon,Either,2009,20
Matetsi 6,Baboon,Either,2010,20
Matetsi 6,Baboon,Either,2011,20
Matetsi 6,Baboon,Either,2012,20
Matetsi 6,Baboon,Either,2013,20
Matetsi 6,Baboon,Either,2014,20
Matetsi 6,Baboon,Either,2015,20
Matetsi 6,Baboon,Either,2016,20
Matetsi 6,Baboon,Either,2017,20
Matetsi 6,Baboon,Either,2018,10
Matetsi 6,Buffalo,Female,2000,
Matetsi 6,Buffalo,Female,2001,
Matetsi 6,Buffalo,Female,2002,
Matetsi 6,Buffalo,Female,2003,
Matetsi 6,Buffalo,Female,2004,
Matetsi 6,Buffalo,Female,2005,
Matetsi 6,Buffalo,Female,2006,3
Matetsi 6,Buffalo,Female,2007,3
Matetsi 6,Buffalo,Female,2008,3
Matetsi 6,Buffalo,Female,2009,3
Matetsi 6,Buffalo,Female,2010,3
Matetsi 6,Buffalo,Female,2011,3
Matetsi 6,Buffalo,Female,2012,0
Matetsi 6,Buffalo,Female,2013,0
Matetsi 6,Buffalo,Female,2014,0
Matetsi 6,Buffalo,Female,2015,0
Matetsi 6,Buffalo,Female,2016,0
Matetsi 6,Buffalo,Female,2017,0
Matetsi 6,Buffalo,Female,2018,0
Matetsi 6,Buffalo,Male,2000,
Matetsi 6,Buffalo,Male,2001,
Matetsi 6,Buffalo,Male,2002,
Matetsi 6,Buffalo,Male,2003,
Matetsi 6,Buffalo,Male,2004,
Matetsi 6,Buffalo,Male,2005,
Matetsi 6,Buffalo,Male,2006,15
Matetsi 6,Buffalo,Male,2007,14
Matetsi 6,Buffalo,Male,2008,14
Matetsi 6,Buffalo,Male,2009,14
Matetsi 6,Buffalo,Male,2010,14
Matetsi 6,Buffalo,Male,2011,14
Matetsi 6,Buffalo,Male,2012,14
Matetsi 6,Buffalo,Male,2013,14
Matetsi 6,Buffalo,Male,2014,14
Matetsi 6,Buffalo,Male,2015,14
Matetsi 6,Buffalo,Male,2016,14
Matetsi 6,Buffalo,Male,2017,14
Matetsi 6,Buffalo,Male,2018,14
Matetsi 6,Bushbuck,Male,2000,
Matetsi 6,Bushbuck,Male,2001,
Matetsi 6,Bushbuck,Male,2002,
Matetsi 6,Bushbuck,Male,2003,
Matetsi 6,Bushbuck,Male,2004,
Matetsi 6,Bushbuck,Male,2005,
Matetsi 6,Bushbuck,Male,2006,3
Matetsi 6,Bushbuck,Male,2007,3
Matetsi 6,Bushbuck,Male,2008,3
Matetsi 6,Bushbuck,Male,2009,3
Matetsi 6,Bushbuck,Male,2010,3
Matetsi 6,Bushbuck,Male,2011,3
Matetsi 6,Bushbuck,Male,2012,3
Matetsi 6,Bushbuck,Male,2013,3
Matetsi 6,Bushbuck,Male,2014,3
Matetsi 6,Bushbuck,Male,2015,3
Matetsi 6,Bushbuck,Male,2016,3
Matetsi 6,Bushbuck,Male,2017,3
Matetsi 6,Bushbuck,Male,2018,3
Matetsi 6,Caracal,Either,2000,
Matetsi 6,Caracal,Either,2001,
Matetsi 6,Caracal,Either,2002,
Matetsi 6,Caracal,Either,2003,
Matetsi 6,Caracal,Either,2004,
Matetsi 6,Caracal,Either,2005,
Matetsi 6,Caracal,Either,2006,1
Matetsi 6,Caracal,Either,2007,1
Matetsi 6,Caracal,Either,2008,1
Matetsi 6,Caracal,Either,2009,1
Matetsi 6,Caracal,Either,2010,1
Matetsi 6,Caracal,Either,2011,1
Matetsi 6,Caracal,Either,2012,1
Matetsi 6,Caracal,Either,2013,1
Matetsi 6,Caracal,Either,2014,1
Matetsi 6,Caracal,Either,2015,1
Matetsi 6,Caracal,Either,2016,1
Matetsi 6,Caracal,Either,2017,1
Matetsi 6,Caracal,Either,2018,1
Matetsi 6,Civet,Either,2000,
Matetsi 6,Civet,Either,2001,
Matetsi 6,Civet,Either,2002,
Matetsi 6,Civet,Either,2003,
Matetsi 6,Civet,Either,2004,
Matetsi 6,Civet,Either,2005,
Matetsi 6,Civet,Either,2006,3
Matetsi 6,Civet,Either,2007,3
Matetsi 6,Civet,Either,2008,3
Matetsi 6,Civet,Either,2009,3
Matetsi 6,Civet,Either,2010,3
Matetsi 6,Civet,Either,2011,3
Matetsi 6,Civet,Either,2012,3
Matetsi 6,Civet,Either,2013,3
Matetsi 6,Civet,Either,2014,3
Matetsi 6,Civet,Either,2015,3
Matetsi 6,Civet,Either,2016,3
Matetsi 6,Civet,Either,2017,3
Matetsi 6,Civet,Either,2018,3
Matetsi 6,Crocodile,Male,2000,
Matetsi 6,Crocodile,Male,2001,
Matetsi 6,Crocodile,Male,2002,
Matetsi 6,Crocodile,Male,2003,
Matetsi 6,Crocodile,Male,2004,
Matetsi 6,Crocodile,Male,2005,
Matetsi 6,Crocodile,Male,2006,1
Matetsi 6,Crocodile,Male,2007,1
Matetsi 6,Crocodile,Male,2008,1
Matetsi 6,Crocodile,Male,2009,1
Matetsi 6,Crocodile,Male,2010,1
Matetsi 6,Crocodile,Male,2011,1
Matetsi 6,Crocodile,Male,2012,1
Matetsi 6,Crocodile,Male,2013,1
Matetsi 6,Crocodile,Male,2014,1
Matetsi 6,Crocodile,Male,2015,1
Matetsi 6,Crocodile,Male,2016,1
Matetsi 6,Crocodile,Male,2017,1
Matetsi 6,Crocodile,Male,2018,1
Matetsi 6,Duiker,Either,2000,
Matetsi 6,Duiker,Either,2001,
Matetsi 6,Duiker,Either,2002,
Matetsi 6,Duiker,Either,2003,
Matetsi 6,Duiker,Either,2004,
Matetsi 6,Duiker,Either,2005,
Matetsi 6,Duiker,Either,2006,10
Matetsi 6,Duiker,Either,2007,10
Matetsi 6,Duiker,Either,2008,10
Matetsi 6,Duiker,Either,2009,10
Matetsi 6,Duiker,Either,2010,10
Matetsi 6,Duiker,Either,2011,10
Matetsi 6,Duiker,Either,2012,10
Matetsi 6,Duiker,Either,2013,10
Matetsi 6,Duiker,Either,2014,10
Matetsi 6,Duiker,Either,2015,10
Matetsi 6,Duiker,Either,2016,10
Matetsi 6,Duiker,Either,2017,10
Matetsi 6,Duiker,Either,2018,10
Matetsi 6,Eland,Male,2000,
Matetsi 6,Eland,Male,2001,
Matetsi 6,Eland,Male,2002,
Matetsi 6,Eland,Male,2003,
Matetsi 6,Eland,Male,2004,
Matetsi 6,Eland,Male,2005,
Matetsi 6,Eland,Male,2006,1
Matetsi 6,Eland,Male,2007,2
Matetsi 6,Eland,Male,2008,2
Matetsi 6,Eland,Male,2009,2
Matetsi 6,Eland,Male,2010,2
Matetsi 6,Eland,Male,2011,2
Matetsi 6,Eland,Male,2012,3
Matetsi 6,Eland,Male,2013,4
Matetsi 6,Eland,Male,2014,4
Matetsi 6,Eland,Male,2015,4
Matetsi 6,Eland,Male,2016,4
Matetsi 6,Eland,Male,2017,4
Matetsi 6,Eland,Male,2018,4
Matetsi 6,Elephant,Male,2000,
Matetsi 6,Elephant,Male,2001,
Matetsi 6,Elephant,Male,2002,
Matetsi 6,Elephant,Male,2003,
Matetsi 6,Elephant,Male,2004,
Matetsi 6,Elephant,Male,2005,
Matetsi 6,Elephant,Male,2006,6
Matetsi 6,Elephant,Male,2007,5
Matetsi 6,Elephant,Male,2008,5
Matetsi 6,Elephant,Male,2009,5
Matetsi 6,Elephant,Male,2010,5
Matetsi 6,Elephant,Male,2011,5
Matetsi 6,Elephant,Male,2012,4
Matetsi 6,Elephant,Male,2013,5
Matetsi 6,Elephant,Male,2014,5
Matetsi 6,Elephant,Male,2015,5
Matetsi 6,Elephant,Male,2016,5
Matetsi 6,Elephant,Male,2017,5
Matetsi 6,Elephant,Male,2018,6
Matetsi 6,Elephant,t/l,2000,
Matetsi 6,Elephant,t/l,2001,
Matetsi 6,Elephant,t/l,2002,
Matetsi 6,Elephant,t/l,2003,
Matetsi 6,Elephant,t/l,2004,
Matetsi 6,Elephant,t/l,2005,
Matetsi 6,Elephant,t/l,2006,2
Matetsi 6,Elephant,t/l,2007,2
Matetsi 6,Elephant,t/l,2008,2
Matetsi 6,Elephant,t/l,2009,2
Matetsi 6,Elephant,t/l,2010,2
Matetsi 6,Elephant,t/l,2011,2
Matetsi 6,Elephant,t/l,2012,2
Matetsi 6,Elephant,t/l,2013,2
Matetsi 6,Elephant,t/l,2014,2
Matetsi 6,Elephant,t/l,2015,2
Matetsi 6,Elephant,t/l,2016,2
Matetsi 6,Elephant,t/l,2017,2
Matetsi 6,Elephant,t/l,2018,1
Matetsi 6,Francolin,Either,2000,
Matetsi 6,Francolin,Either,2001,
Matetsi 6,Francolin,Either,2002,
Matetsi 6,Francolin,Either,2003,
Matetsi 6,Francolin,Either,2004,
Matetsi 6,Francolin,Either,2005,
Matetsi 6,Francolin,Either,2006,150
Matetsi 6,Francolin,Either,2007,150
Matetsi 6,Francolin,Either,2008,150
Matetsi 6,Francolin,Either,2009,150
Matetsi 6,Francolin,Either,2010,150
Matetsi 6,Francolin,Either,2011,150
Matetsi 6,Francolin,Either,2012,150
Matetsi 6,Francolin,Either,2013,150
Matetsi 6,Francolin,Either,2014,150
Matetsi 6,Francolin,Either,2015,150
Matetsi 6,Francolin,Either,2016,150
Matetsi 6,Francolin,Either,2017,150
Matetsi 6,Francolin,Either,2018,150
Matetsi 6,Genet,Either,2000,
Matetsi 6,Genet,Either,2001,
Matetsi 6,Genet,Either,2002,
Matetsi 6,Genet,Either,2003,
Matetsi 6,Genet,Either,2004,
Matetsi 6,Genet,Either,2005,
Matetsi 6,Genet,Either,2006,4
Matetsi 6,Genet,Either,2007,4
Matetsi 6,Genet,Either,2008,4
Matetsi 6,Genet,Either,2009,4
Matetsi 6,Genet,Either,2010,4
Matetsi 6,Genet,Either,2011,2
Matetsi 6,Genet,Either,2012,2
Matetsi 6,Genet,Either,2013,2
Matetsi 6,Genet,Either,2014,2
Matetsi 6,Genet,Either,2015,2
Matetsi 6,Genet,Either,2016,2
Matetsi 6,Genet,Either,2017,3
Matetsi 6,Genet,Either,2018,3
Matetsi 6,Giraffe,Male,2000,
Matetsi 6,Giraffe,Male,2001,
Matetsi 6,Giraffe,Male,2002,
Matetsi 6,Giraffe,Male,2003,
Matetsi 6,Giraffe,Male,2004,
Matetsi 6,Giraffe,Male,2005,
Matetsi 6,Giraffe,Male,2006,3
Matetsi 6,Giraffe,Male,2007,3
Matetsi 6,Giraffe,Male,2008,3
Matetsi 6,Giraffe,Male,2009,3
Matetsi 6,Giraffe,Male,2010,3
Matetsi 6,Giraffe,Male,2011,3
Matetsi 6,Giraffe,Male,2012,3
Matetsi 6,Giraffe,Male,2013,3
Matetsi 6,Giraffe,Male,2014,3
Matetsi 6,Giraffe,Male,2015,3
Matetsi 6,Giraffe,Male,2016,3
Matetsi 6,Giraffe,Male,2017,4
Matetsi 6,Giraffe,Male,2018,3
Matetsi 6,Grysbok,Male,2000,
Matetsi 6,Grysbok,Male,2001,
Matetsi 6,Grysbok,Male,2002,
Matetsi 6,Grysbok,Male,2003,
Matetsi 6,Grysbok,Male,2004,
Matetsi 6,Grysbok,Male,2005,
Matetsi 6,Grysbok,Male,2006,2
